batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T015,B,U06,B-B02,S010,S010-MED-01;S010-WAT-01;S010-FOD-01,2301.0,2691.0,3856.3769024465337,3856.3769024465337,5313.091966969325,1456.7150645227907,25.0,0.067,1.8231886104372093,0.5442028473906977
T016,A,U02,A-B03,S007,S007-MED-01;S007-WAT-01,2354.0,2714.0,4081.4353226737258,4081.4353226737258,5131.87520282004,1050.4398801463137,17.0,0.039,1.9053688158910864,0.5765847075797585
T017,A,U04,A-B01,S003,S003-MED-01;S003-WAT-01,2565.0,2925.0,4827.65402217778,4827.65402217778,6189.13203546618,1361.4780132884005,17.0,0.039,2.98203927676754,0.33732460516276896
T018,C,U08,C-B04,S007>S015,S007-WAT-02;S007-FOD-01;S015-MED-01;S015-WAT-01;S015-FOD-01,2867.0,3317.0,5280.285752513902,5280.285752513902,7385.4330887911565,2105.1473362772545,47.0,0.122,4.695928626254479,0.41300892171819015
T019,B,U05,B-B01,S001,S001-WAT-02;S001-WAT-03,3707.0,4067.0,4856.101521842949,4856.101521842949,6051.617427146135,1195.5159053031855,28.0,0.054,1.2204213199304277,0.694894670017393
T020,B,U06,B-B03,S001,S001-WAT-04;S001-FOD-01,3857.0,4217.0,5006.101521842949,5006.101521842949,6150.734453469689,1144.6329316267395,22.0,0.055,1.1029990729847836,0.7242502317538041
T021,A,U03,A-B02,S001,S001-WAT-07,4064.0,4394.0,5254.901145264299,5254.901145264299,6107.209652692414,852.3085074281157,14.0,0.027,1.2195294487896318,0.7289934558245263
T022,A,U01,A-B05,S011,S011-WAT-01;S011-FOD-01,4082.0,4442.0,5304.026919003678,5304.026919003678,6148.182577069072,844.1556580653943,22.0,0.055,1.1913080471494415,0.7352648784112352
T023,A,U02,A-B03,S006,S006-WAT-02;S006-FOD-01,5133.0,5493.0,6446.4852665970075,6446.4852665970075,7338.52630537974,892.0410387827327,22.0,0.055,1.3570651342479207,0.6984299701671287
T024,C,U07,C-B01,S004,S004-MED-01;S004-WAT-01;S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,5200.0,5680.0,7501.061066593167,7501.061066593167,10000.82037084863,2499.759304255463,59.0,0.156,6.152957431097095,0.23088032111286316
T025,A,U04,A-B04,S001,S001-WAT-06,5237.0,5567.0,6427.901145264299,6427.901145264299,7280.209652692414,852.3085074281157,14.0,0.027,1.2195294487896318,0.7289934558245263
T026,C,U08,C-B02,S005,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,5292.0,5772.0,7169.195158195356,7169.195158195356,9146.046348518808,1976.8511903234523,59.0,0.156,4.222219779655824,0.47222252754302196
T027,B,U05,B-B04,S008,S008-MED-01;S008-WAT-01;S008-FOD-01,5337.0,5727.0,7298.842307167517,7298.842307167517,9254.782005211535,1955.939698044018,25.0,0.067,2.9752454570246574,0.25618863574383566
T028,B,U06,B-B02,S008,S008-WAT-02;S008-HYG-01,5367.0,5727.0,7268.842307167517,7268.842307167517,9133.01181519397,1864.1695080264524,20.0,0.062,2.7634680954456594,0.30913297613858515
T029,A,U03,A-B06,S011,S011-MED-01,5576.0,5906.0,6738.026919003678,6738.026919003678,7551.047793052672,813.0208740489938,3.0,0.012,1.0835337947849788,0.7592147122700047
