box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S002-WAT-04,T026,S002,3,13520.316009319504,,3600.0,12.0,,9920.316009319504
S002-FOD-01,T026,S002,4,13556.316009319504,,7200.0,10.0,,6356.316009319504
S002-FOD-02,T026,S002,5,13592.316009319504,,7200.0,10.0,,6392.316009319504
S002-HYG-01,T026,S002,6,13628.316009319504,,10800.0,8.0,,2828.316009319504
S006-WAT-02,T027,S006,1,13309.424762970184,,3600.0,12.0,,9709.424762970184
S006-WAT-03,T027,S006,2,13345.424762970184,,3600.0,12.0,,9745.424762970184
S006-FOD-01,T027,S006,3,13381.424762970184,,7200.0,10.0,,6181.424762970184
S006-HYG-01,T027,S006,4,13417.424762970184,,10800.0,8.0,,2617.424762970184
S003-WAT-02,T028,S003,1,15235.515572168639,,7200.0,10.0,,8035.515572168639
S003-WAT-03,T028,S003,2,15271.515572168639,,7200.0,10.0,,8071.515572168639
S003-WAT-04,T028,S003,3,15307.515572168639,,7200.0,10.0,,8107.515572168639
S003-FOD-01,T028,S003,4,15343.515572168639,,10800.0,8.0,,4543.515572168639
S003-FOD-02,T028,S003,5,15379.515572168639,,10800.0,8.0,,4579.515572168639
S003-HYG-01,T028,S003,6,15415.515572168639,,14400.0,6.0,,1015.5155721686388
S007-WAT-02,T029,S007,1,15570.747723918123,,3600.0,12.0,,11970.747723918123
S007-FOD-01,T029,S007,2,15606.747723918123,,7200.0,10.0,,8406.747723918123
S007-HYG-01,T029,S007,3,15642.747723918123,,10800.0,8.0,,4842.747723918123
S013-FOD-01,T030,S013,1,17204.61544410152,,7200.0,10.0,,10004.61544410152
S011-FOD-01,T031,S011,1,17577.90211761775,,14400.0,6.0,,3177.9021176177484
