box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S006-MED-01,Q005,S006,8,3561.06418792,3600,3600,24,38.9358120807,0
S006-WAT-01,Q004,S006,1,1059.42476297,3600,3600,12,2540.57523703,0
S006-WAT-02,Q004,S006,2,1095.42476297,,3600,12,,0
S006-WAT-03,Q004,S006,3,1131.42476297,,3600,12,,0
S007-FOD-01,Q012,S007,1,6369.72678976,,7200,10,,0
S007-HYG-01,Q012,S007,2,6405.72678976,,10800,8,,0
S007-MED-01,Q004,S007,5,1781.74643592,3600,3600,24,1818.25356408,0
S007-WAT-01,Q004,S007,6,1817.74643592,3600,3600,12,1782.25356408,0
S007-WAT-02,Q004,S007,7,1853.74643592,,3600,12,,0
S008-FOD-01,Q010,S008,7,4367.96302354,,10800,8,,0
S008-HYG-01,Q010,S008,8,4403.96302354,,14400,6,,0
S008-MED-01,Q010,S008,4,4259.96302354,7200,7200,20,2940.03697646,0
S008-WAT-01,Q010,S008,5,4295.96302354,7200,7200,10,2904.03697646,0
S008-WAT-02,Q010,S008,6,4331.96302354,,7200,10,,0
S009-FOD-01,Q016,S009,8,8246.36117782,,14400,6,,0
S009-MED-01,Q016,S009,7,8210.36117782,10800,10800,16,2589.63882218,0
S009-WAT-01,Q017,S009,1,6529.7398212,10800,10800,8,4270.2601788,0
S010-FOD-01,Q018,S010,2,1104.96636583,,7200,10,,0
S010-MED-01,Q007,S010,3,1520.2550397,3600,3600,24,2079.7449603,0
S010-WAT-01,Q018,S010,1,1074.96636583,3600,3600,12,2525.03363417,0
S011-FOD-01,Q010,S011,3,3537.47627745,,14400,6,,0
S011-MED-01,Q010,S011,1,3465.47627745,10800,10800,16,7334.52372255,0
S011-WAT-01,Q010,S011,2,3501.47627745,10800,10800,8,7298.52372255,0
S012-FOD-01,Q008,S012,3,3027.99121191,,7200,10,,0
S012-MED-01,Q008,S012,2,2997.99121191,3600,7200,22,602.008788093,0
S012-WAT-01,Q008,S012,1,2967.99121191,3600,3600,12,632.008788093,0
S013-FOD-01,Q006,S013,2,1375.59251702,,7200,10,,0
S013-MED-01,Q007,S013,1,1083.58892417,3600,3600,24,2516.41107583,0
S013-WAT-01,Q007,S013,2,1113.58892417,3600,3600,12,2486.41107583,0
S014-FOD-01,Q003,S014,3,1242.43276398,,7200,10,,0
S014-MED-01,Q003,S014,2,1212.43276398,3600,7200,22,2387.56723602,0
S014-WAT-01,Q003,S014,1,1182.43276398,3600,3600,12,2417.56723602,0
S015-FOD-01,Q015,S015,3,4904.03042055,,14400,6,,0
S015-MED-01,Q015,S015,1,4844.03042055,7200,7200,18,2355.96957945,0
S015-WAT-01,Q015,S015,2,4874.03042055,10800,10800,8,5925.96957945,0
