from_id,to_id,distance_m,start_alt_m,end_alt_m,max_dsm_m,cruise_alt_m,climb_m,descent_m,pixels_traversed,valid_flag,invalid_reason
S006,S001,5296.22288274247,314.8,184,343.935638427734,393.935638427734,79.1356384277344,209.935638427734,251,True,
S006,S002,9184.93169340804,314.8,219.5,344.298706054688,394.298706054688,79.4987060546875,174.798706054688,438,True,
S006,S003,4801.07775325516,314.8,338.5,612.362670898438,662.362670898438,347.562670898437,323.862670898438,229,True,
S006,S004,8706.05372154772,314.8,228.3,375.280639648438,425.280639648438,110.480639648437,196.980639648437,391,True,
S006,S005,6107.20202157401,314.8,195,366.732299804688,416.732299804688,101.932299804687,221.732299804688,278,True,
S006,S007,2507.49716454378,314.8,348.5,540.361328125,590.361328125,275.561328125,241.861328125,104,True,
S006,S008,8061.54664447982,314.8,270.9,517.842102050781,567.842102050781,253.042102050781,296.942102050781,306,True,
S006,S009,7669.11026468433,314.8,230,341.0712890625,391.0712890625,76.2712890625,161.0712890625,368,True,
S006,S010,7921.31269017335,314.8,351.6,383.222778320312,433.222778320312,118.422778320312,81.6227783203125,318,True,
S006,S011,3409.77479733466,314.8,212.1,350.467590332031,400.467590332031,85.6675903320312,188.367590332031,162,True,
S006,S012,9989.8082969657,314.8,279.8,385.349029541016,435.349029541016,120.549029541016,155.549029541016,469,True,
S006,S013,7782.72233664921,314.8,351.7,344.170928955078,394.170928955078,79.3709289550781,42.4709289550781,343,True,
S006,S014,8596.79764917843,314.8,351,556.662109375,606.662109375,291.862109375,255.662109375,312,True,
S006,S015,4684.56455803551,314.8,474.5,601.260131835938,651.260131835938,336.460131835937,176.760131835938,177,True,
S007,O01,4534.52799561267,348.5,127.7,461.973175048828,511.973175048828,163.473175048828,384.273175048828,213,True,
S007,S001,5187.94516324298,348.5,184,389.175354003906,439.175354003906,90.6753540039062,255.175354003906,198,True,
S007,S002,8118.34933184236,348.5,219.5,424.728179931641,474.728179931641,126.228179931641,255.228179931641,385,True,
S007,S003,2734.34165850759,348.5,338.5,360.699340820312,410.699340820312,62.1993408203125,72.1993408203125,126,True,
S007,S004,7096.51064765071,348.5,228.3,543.236999511719,593.236999511719,244.736999511719,364.936999511719,338,True,
S007,S005,4688.04101764704,348.5,195,467.147827148438,517.147827148438,168.647827148438,322.147827148438,225,True,
S007,S006,2507.49716454378,348.5,314.8,540.361328125,590.361328125,241.861328125,275.561328125,104,True,
S007,S008,5911.59411386894,348.5,270.9,606.739501953125,656.739501953125,308.239501953125,385.839501953125,253,True,
S007,S009,6907.77678572665,348.5,230,418.370819091797,468.370819091797,119.870819091797,238.370819091797,315,True,
S007,S010,8600.00037741923,348.5,351.6,386.949645996094,436.949645996094,88.4496459960938,85.3496459960937,337,True,
S007,S011,2834.07732096098,348.5,212.1,389.175354003906,439.175354003906,90.6753540039062,227.075354003906,109,True,
S007,S012,9663.26474798554,348.5,279.8,407.663635253906,457.663635253906,109.163635253906,177.863635253906,416,True,
S007,S013,8055.03298223807,348.5,351.7,382.538116455078,432.538116455078,84.0381164550781,80.8381164550781,290,True,
S007,S014,9684.08809416376,348.5,351,530.855773925781,580.855773925781,232.355773925781,229.855773925781,415,True,
S007,S015,2219.41203632822,348.5,474.5,452.918212890625,502.918212890625,154.418212890625,28.418212890625,74,True,
S008,O01,8079.11464872708,270.9,127.7,322.909332275391,372.909332275391,102.009332275391,245.209332275391,321,True,
S008,S001,5968.25120581759,270.9,184,316.787170410156,366.787170410156,95.8871704101563,182.787170410156,276,True,
S008,S002,4802.37875334977,270.9,219.5,331.842498779297,381.842498779297,110.942498779297,162.342498779297,199,True,
S008,S003,6254.22138447441,270.9,338.5,746.078735351562,796.078735351562,525.178735351563,457.578735351562,300,True,
S008,S004,2611.61775997473,270.9,228.3,336.83349609375,386.83349609375,115.93349609375,158.53349609375,98,True,
S008,S005,3040.20246470554,270.9,195,316.787170410156,366.787170410156,95.8871704101563,171.787170410156,141,True,
S008,S006,8061.54664447982,270.9,314.8,517.842102050781,567.842102050781,296.942102050781,253.042102050781,306,True,
S008,S007,5911.59411386894,270.9,348.5,606.739501953125,656.739501953125,385.839501953125,308.239501953125,253,True,
S008,S009,5018.2936363276,270.9,230,338.620361328125,388.620361328125,117.720361328125,158.620361328125,237,True,
S008,S010,9292.96251491833,270.9,351.6,419.090301513672,469.090301513672,198.190301513672,117.490301513672,445,True,
S008,S011,5327.27838855894,270.9,212.1,362.91650390625,412.91650390625,142.01650390625,200.81650390625,199,True,
S008,S012,7727.81705384745,270.9,279.8,309.153198242188,359.153198242188,88.2531982421875,79.3531982421875,344,True,
S008,S013,8054.02358457951,270.9,351.7,336.373107910156,386.373107910156,115.473107910156,34.6731079101563,386,True,
S008,S014,10974.3136862967,270.9,351,542.492248535156,592.492248535156,321.592248535156,241.492248535156,523,True,
S008,S015,3928.96826633848,270.9,474.5,660.450927734375,710.450927734375,439.550927734375,235.950927734375,182,True,
S009,O01,5705.14881957214,230,127.7,243.228912353516,293.228912353516,63.2289123535156,165.528912353516,253,True,
S009,S001,2651.19288249304,230,184,243.228912353516,293.228912353516,63.2289123535156,109.228912353516,118,True,
S009,S002,1724.53718543116,230,219.5,278.286651611328,328.286651611328,98.2866516113281,108.786651611328,71,True,
S009,S003,8897.67009891496,230,338.5,544.588134765625,594.588134765625,364.588134765625,256.088134765625,362,True,
S009,S004,2985.0854623431,230,228.3,275.215789794922,325.215789794922,95.2157897949219,96.9157897949219,140,True,
S009,S005,2649.92549290154,230,195,313.563201904297,363.563201904297,133.563201904297,168.563201904297,97,True,
S009,S006,7669.11026468433,230,314.8,341.0712890625,391.0712890625,161.0712890625,76.2712890625,368,True,
S009,S007,6907.77678572665,230,348.5,418.370819091797,468.370819091797,238.370819091797,119.870819091797,315,True,
S009,S008,5018.2936363276,230,270.9,338.620361328125,388.620361328125,158.620361328125,117.720361328125,237,True,
S009,S010,4564.08020056049,230,351.6,432.957275390625,482.957275390625,252.957275390625,131.357275390625,209,True,
S009,S011,4325.14219310435,230,212.1,265.667663574219,315.667663574219,85.6676635742188,103.567663574219,207,True,
S009,S012,2972.66827127282,230,279.8,310.919616699219,360.919616699219,130.919616699219,81.1196166992187,108,True,
S009,S013,3211.1135979226,230,351.7,322.298980712891,372.298980712891,142.298980712891,20.5989807128906,150,True,
S009,S014,6315.38264994989,230,351,502.772796630859,552.772796630859,322.772796630859,201.772796630859,287,True,
S009,S015,6362.79704051007,230,474.5,532.326782226562,582.326782226562,352.326782226562,107.826782226562,244,True,
S010,O01,4784.47487625916,351.6,127.7,385.636535644531,435.636535644531,84.0365356445312,307.936535644531,203,True,
S010,S001,3709.86798276388,351.6,184,381.079681396484,431.079681396484,79.4796813964844,247.079681396484,170,True,
S010,S002,5916.97327194381,351.6,219.5,441.853942871094,491.853942871094,140.253942871094,272.353942871094,247,True,
S010,S003,11224.4538269618,351.6,338.5,466.964172363281,516.964172363281,165.364172363281,178.464172363281,462,True,
S010,S004,7545.15915761753,351.6,228.3,432.957275390625,482.957275390625,131.357275390625,254.657275390625,348,True,
S010,S005,6361.33330116382,351.6,195,416.153259277344,466.153259277344,114.553259277344,271.153259277344,305,True,
S010,S006,7921.31269017335,351.6,314.8,383.222778320312,433.222778320312,81.6227783203125,118.422778320312,318,True,
S010,S007,8600.00037741923,351.6,348.5,386.949645996094,436.949645996094,85.3496459960937,88.4496459960938,337,True,
S010,S008,9292.96251491833,351.6,270.9,419.090301513672,469.090301513672,117.490301513672,198.190301513672,445,True,
S010,S009,4564.08020056049,351.6,230,432.957275390625,482.957275390625,131.357275390625,252.957275390625,209,True,
S010,S011,5873.54396470154,351.6,212.1,387.043334960938,437.043334960938,85.4433349609375,224.943334960938,247,True,
S010,S012,3950.94094426211,351.6,279.8,423.190307617188,473.190307617188,121.590307617187,193.390307617187,152,True,
S010,S013,1378.65409935029,351.6,351.7,454.070373535156,504.070373535156,152.470373535156,152.370373535156,60,True,
S010,S014,1753.16305818863,351.6,351,487.563568115234,537.563568115234,185.963568115234,186.563568115234,79,True,
S010,S015,9196.09979682569,351.6,474.5,568.326232910156,618.326232910156,266.726232910156,143.826232910156,410,True,
S011,O01,2808.09806675644,212.1,127.7,245.361755371094,295.361755371094,83.2617553710938,167.661755371094,123,True,
S011,S001,2354.10557325682,212.1,184,226.387908935547,276.387908935547,64.2879089355469,92.3879089355469,90,True,
S011,S002,5781.6853036693,212.1,219.5,311.785339355469,361.785339355469,149.685339355469,142.285339355469,277,True,
S011,S003,5356.74031130777,212.1,338.5,485.422302246094,535.422302246094,323.322302246094,196.922302246094,216,True,
S011,S004,5403.77019491762,212.1,228.3,311.138916015625,361.138916015625,149.038916015625,132.838916015625,230,True,
S011,S005,2802.73783347861,212.1,195,297.548919677734,347.548919677734,135.448919677734,152.548919677734,117,True,
S011,S006,3409.77479733466,212.1,314.8,350.467590332031,400.467590332031,188.367590332031,85.6675903320312,162,True,
S011,S007,2834.07732096098,212.1,348.5,389.175354003906,439.175354003906,227.075354003906,90.6753540039062,109,True,
S011,S008,5327.27838855894,212.1,270.9,362.91650390625,412.91650390625,200.81650390625,142.01650390625,199,True,
S011,S009,4325.14219310435,212.1,230,265.667663574219,315.667663574219,103.567663574219,85.6676635742188,207,True,
S011,S010,5873.54396470154,212.1,351.6,387.043334960938,437.043334960938,224.943334960938,85.4433349609375,247,True,
S011,S012,6903.47839502943,212.1,279.8,370.450561523438,420.450561523438,208.350561523438,140.650561523437,308,True,
S011,S013,5233.19822240499,212.1,351.7,328.360809326172,378.360809326172,166.260809326172,26.6608093261719,188,True,
S011,S014,7127.69401382458,212.1,351,568.566833496094,618.566833496094,406.466833496094,267.566833496094,325,True,
S011,S015,3461.25665577981,212.1,474.5,538.730651855469,588.730651855469,376.630651855469,114.230651855469,164,True,
S012,O01,7390.44822616944,279.8,127.7,363.300994873047,413.300994873047,133.500994873047,285.600994873047,354,True,
S012,S001,4697.6423731234,279.8,184,385.599609375,435.599609375,155.799609375,251.599609375,219,True,
S012,S002,3071.23767149182,279.8,219.5,358.178253173828,408.178253173828,128.378253173828,188.678253173828,146,True,
S012,S003,11817.0602160385,279.8,338.5,544.588928222656,594.588928222656,314.788928222656,256.088928222656,463,True,
S012,S004,5285.08636245614,279.8,228.3,312.006958007812,362.006958007812,82.2069580078125,133.706958007812,247,True,
S012,S005,5622.58267547856,279.8,195,313.563201904297,363.563201904297,83.7632019042969,168.563201904297,204,True,
S012,S006,9989.8082969657,279.8,314.8,385.349029541016,435.349029541016,155.549029541016,120.549029541016,469,True,
S012,S007,9663.26474798554,279.8,348.5,407.663635253906,457.663635253906,177.863635253906,109.163635253906,416,True,
S012,S008,7727.81705384745,279.8,270.9,309.153198242188,359.153198242188,79.3531982421875,88.2531982421875,344,True,
S012,S009,2972.66827127282,279.8,230,310.919616699219,360.919616699219,81.1196166992187,130.919616699219,108,True,
S012,S010,3950.94094426211,279.8,351.6,423.190307617188,473.190307617188,193.390307617187,121.590307617187,152,True,
S012,S011,6903.47839502943,279.8,212.1,370.450561523438,420.450561523438,140.650561523437,208.350561523438,308,True,
S012,S013,2855.17680119407,279.8,351.7,386.5263671875,436.5263671875,156.7263671875,84.8263671875,127,True,
S012,S014,5454.7469941626,279.8,351,481.185821533203,531.185821533203,251.385821533203,180.185821533203,180,True,
S012,S015,9317.63729605848,279.8,474.5,534.746215820312,584.746215820312,304.946215820312,110.246215820312,345,True,
S013,O01,4849.22704116149,351.7,127.7,349.181823730469,399.181823730469,47.4818237304688,271.481823730469,228,True,
S013,S001,2898.80821059566,351.7,184,328.360809326172,378.360809326172,26.6608093261719,194.360809326172,111,True,
S013,S002,4540.08917633012,351.7,219.5,327.210327148438,377.210327148438,25.5103271484375,157.710327148438,188,True,
S013,S003,10557.6836408474,351.7,338.5,505.944396972656,555.944396972656,204.244396972656,217.444396972656,403,True,
S013,S004,6196.19394910056,351.7,228.3,322.298980712891,372.298980712891,20.5989807128906,143.998980712891,289,True,
S013,S005,5214.47676982713,351.7,195,324.444458007812,374.444458007812,22.7444580078125,179.444458007812,246,True,
S013,S006,7782.72233664921,351.7,314.8,344.170928955078,394.170928955078,42.4709289550781,79.3709289550781,343,True,
S013,S007,8055.03298223807,351.7,348.5,382.538116455078,432.538116455078,80.8381164550781,84.0381164550781,290,True,
S013,S008,8054.02358457951,351.7,270.9,336.373107910156,386.373107910156,34.6731079101563,115.473107910156,386,True,
S013,S009,3211.1135979226,351.7,230,322.298980712891,372.298980712891,20.5989807128906,142.298980712891,150,True,
S013,S010,1378.65409935029,351.7,351.6,454.070373535156,504.070373535156,152.370373535156,152.470373535156,60,True,
S013,S011,5233.19822240499,351.7,212.1,328.360809326172,378.360809326172,26.6608093261719,166.260809326172,188,True,
S013,S012,2855.17680119407,351.7,279.8,386.5263671875,436.5263671875,84.8263671875,156.7263671875,127,True,
S013,S014,3127.35342511562,351.7,351,483.260314941406,533.260314941406,181.560314941406,182.260314941406,138,True,
S013,S015,8349.01928018539,351.7,474.5,529.770629882812,579.770629882812,228.070629882813,105.270629882812,351,True,
S014,O01,5419.57019499426,351,127.7,541.947387695312,591.947387695312,240.947387695312,464.247387695313,203,True,
S014,S001,5196.16576897502,351,184,550.050415039062,600.050415039062,249.050415039062,416.050415039062,248,True,
S014,S002,7654.53669485816,351,219.5,457.583221435547,507.583221435547,156.583221435547,288.083221435547,325,True,
S014,S003,12385.8175980786,351,338.5,542.729553222656,592.729553222656,241.729553222656,254.229553222656,540,True,
S014,S004,9293.70815945927,351,228.3,505.386108398438,555.386108398438,204.386108398438,327.086108398437,426,True,
S014,S005,7995.51796672921,351,195,552.887512207031,602.887512207031,251.887512207031,407.887512207031,383,True,
S014,S006,8596.79764917843,351,314.8,556.662109375,606.662109375,255.662109375,291.862109375,312,True,
S014,S007,9684.08809416376,351,348.5,530.855773925781,580.855773925781,229.855773925781,232.355773925781,415,True,
S014,S008,10974.3136862967,351,270.9,542.492248535156,592.492248535156,241.492248535156,321.592248535156,523,True,
S014,S009,6315.38264994989,351,230,502.772796630859,552.772796630859,201.772796630859,322.772796630859,287,True,
S014,S010,1753.16305818863,351,351.6,487.563568115234,537.563568115234,186.563568115234,185.963568115234,79,True,
S014,S011,7127.69401382458,351,212.1,568.566833496094,618.566833496094,267.566833496094,406.466833496094,325,True,
S014,S012,5454.7469941626,351,279.8,481.185821533203,531.185821533203,180.185821533203,251.385821533203,180,True,
S014,S013,3127.35342511562,351,351.7,483.260314941406,533.260314941406,182.260314941406,181.560314941406,138,True,
S014,S015,10556.1557031387,351,474.5,578.795166015625,628.795166015625,277.795166015625,154.295166015625,488,True,
S015,O01,6009.47257107525,474.5,127.7,521.799255371094,571.799255371094,97.2992553710938,444.099255371094,286,True,
S015,S001,5500.14505131224,474.5,184,547.315185546875,597.315185546875,122.815185546875,413.315185546875,241,True,
S015,S002,7164.44995119001,474.5,219.5,593.752624511719,643.752624511719,169.252624511719,424.252624511719,314,True,
S015,S003,2616.44359044995,474.5,338.5,437.898864746094,487.898864746094,13.3988647460938,149.398864746094,119,True,
S015,S004,5648.35352327031,474.5,228.3,641.251037597656,691.251037597656,216.751037597656,462.951037597656,267,True,
S015,S005,3754.97983113444,474.5,195,568.613342285156,618.613342285156,144.113342285156,423.613342285156,154,True,
S015,S006,4684.56455803551,474.5,314.8,601.260131835938,651.260131835938,176.760131835938,336.460131835937,177,True,
S015,S007,2219.41203632822,474.5,348.5,452.918212890625,502.918212890625,28.418212890625,154.418212890625,74,True,
S015,S008,3928.96826633848,474.5,270.9,660.450927734375,710.450927734375,235.950927734375,439.550927734375,182,True,
S015,S009,6362.79704051007,474.5,230,532.326782226562,582.326782226562,107.826782226562,352.326782226562,244,True,
S015,S010,9196.09979682569,474.5,351.6,568.326232910156,618.326232910156,143.826232910156,266.726232910156,410,True,
S015,S011,3461.25665577981,474.5,212.1,538.730651855469,588.730651855469,114.230651855469,376.630651855469,164,True,
S015,S012,9317.63729605848,474.5,279.8,534.746215820312,584.746215820312,110.246215820312,304.946215820312,345,True,
S015,S013,8349.01928018539,474.5,351.7,529.770629882812,579.770629882812,105.270629882812,228.070629882813,351,True,
S015,S014,10556.1557031387,474.5,351,578.795166015625,628.795166015625,154.295166015625,277.795166015625,488,True,
