batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T016,C,U08,C-B02,S001,S001-WAT-07;S001-WAT-08;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-HYG-02,3633.0,4113.0,5127.170391878757,5127.170391878757,6611.86700068177,1484.696608803013,56.0,0.18,2.405033632503433,0.6993707959370709
T017,A,U01,A-B02,S015,S015-MED-01;S015-WAT-01,3906.0,4266.0,5874.604336390146,5874.604336390146,7088.752570063987,1214.1482336738407,17.0,0.039,2.472051578101756,0.4506552048662765
T018,C,U07,C-B01,S007,S007-WAT-02;S007-FOD-01;S007-HYG-01,3952.0,4342.0,5727.575447836247,5727.575447836247,7414.356671642208,1686.7812238059612,28.0,0.09,3.1511922109758563,0.606100973628018
T019,B,U05,B-B01,S015,S015-FOD-01,4015.0,4345.0,5723.288584020971,5723.288584020971,7220.858802720089,1497.5702186991184,8.0,0.028,1.9174697354595034,0.5206325661351241
T020,C,U08,C-B04,S004,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,5797.0,6217.0,7966.061066593167,7966.061066593167,10293.9945870281,2327.9335204349327,42.0,0.117,5.518523767759751,0.31018452903003113
T021,C,U07,C-B03,S004,S004-MED-01;S004-WAT-01,5857.0,6217.0,7894.061066593167,7894.061066593167,10085.2555691526,2191.194502559432,17.0,0.039,5.013641240219441,0.37329484497256993
T022,B,U05,B-B02,S008,S008-MED-01;S008-WAT-01;S008-FOD-01,5890.0,6280.0,7851.842307167517,7851.842307167517,9807.782005211535,1955.939698044018,25.0,0.067,2.9752454570246574,0.25618863574383566
T023,B,U06,B-B04,S008,S008-WAT-02;S008-HYG-01,5920.0,6280.0,7821.842307167517,7821.842307167517,9686.01181519397,1864.1695080264524,20.0,0.062,2.7634680954456594,0.30913297613858515
T024,C,U07,C-B02,S005,S005-MED-01;S005-WAT-01,7895.0,8255.0,9508.195158195356,9508.195158195356,11273.25487784601,1765.0597196506535,17.0,0.039,3.44022050332549,0.5699724370843138
T025,C,U08,C-B01,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,7979.0,8459.0,10086.812018639006,10086.812018639006,12573.759883193701,2486.9478645546947,64.0,0.17200000000000001,6.105653653740411,0.23679329328244858
T026,B,U05,B-B03,S009,S009-FOD-01,8160.0,8490.0,9598.442247394774,9598.442247394774,11020.169347092788,1421.727099698013,8.0,0.028,1.7424471531492611,0.5643882117126847
T027,B,U06,B-B04,S010,S010-FOD-01,9739.0,10069.0,11174.376902446533,11174.376902446533,12497.808902003979,1323.431999557446,8.0,0.028,1.515612306671029,0.6210969233322428
T028,B,U05,B-B01,S013,S013-FOD-01,9763.0,10093.0,11153.470280292886,11153.470280292886,12476.909295323418,1323.4390150305308,8.0,0.028,1.515628496224302,0.6210928759439245
T029,C,U07,C-B03,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,10234.0,10714.0,12670.111144337276,12670.111144337276,15168.960612377443,2498.849468040168,64.0,0.17200000000000001,6.149598035840621,0.23130024551992234
T030,B,U05,B-B02,S012,S012-FOD-01,11506.0,11836.0,13308.734555969728,13308.734555969728,14967.527705237384,1658.7931492676566,8.0,0.028,2.2895226521561307,0.4276193369609673
T031,C,U08,C-B04,S005,S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,13414.0,13834.0,15159.195158195356,15159.195158195356,17018.19784787929,1859.002689683934,42.0,0.117,3.787086854217603,0.5266141432227996
