box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S002-WAT-02,T027,S002,1,11394.316009319504,,3600.0,12.0,,7794.316009319504
S002-WAT-03,T027,S002,2,11430.316009319504,,3600.0,12.0,,7830.316009319504
S002-WAT-04,T027,S002,3,11466.316009319504,,3600.0,12.0,,7866.316009319504
S002-FOD-01,T027,S002,4,11502.316009319504,,7200.0,10.0,,4302.316009319504
S002-FOD-02,T027,S002,5,11538.316009319504,,7200.0,10.0,,4338.316009319504
S002-HYG-01,T027,S002,6,11574.316009319504,,10800.0,8.0,,774.3160093195038
S009-FOD-01,T028,S009,1,11235.811123697387,,14400.0,6.0,,0.0
S003-WAT-02,T029,S003,1,11760.515572168639,,7200.0,10.0,,4560.515572168639
S003-WAT-03,T029,S003,2,11796.515572168639,,7200.0,10.0,,4596.515572168639
S003-WAT-04,T029,S003,3,11832.515572168639,,7200.0,10.0,,4632.515572168639
S003-FOD-01,T029,S003,4,11868.515572168639,,10800.0,8.0,,1068.5155721686388
S003-FOD-02,T029,S003,5,11904.515572168639,,10800.0,8.0,,1104.5155721686388
S003-HYG-01,T029,S003,6,11940.515572168639,,14400.0,6.0,,0.0
S012-FOD-01,T030,S012,1,13682.297277984864,,7200.0,10.0,,6482.297277984864
