batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T015,B,U05,B-B02,S015,S015-FOD-01,4059.0,4389.0,5767.288584020971,5767.288584020971,7264.858802720089,1497.5702186991184,8.0,0.028,1.9174697354595034,0.5206325661351241
T016,C,U08,C-B01,S004,S004-MED-01;S004-WAT-01,5880.0,6240.0,7917.061066593167,7917.061066593167,10108.2555691526,2191.194502559432,17.0,0.039,5.013641240219441,0.37329484497256993
T017,C,U07,C-B04,S008,S008-MED-01;S008-WAT-01,5888.0,6248.0,7889.712084592647,7889.712084592647,10136.204946344944,2246.492861752297,17.0,0.039,5.217819797239251,0.3477725253450936
T018,B,U05,B-B01,S005,S005-MED-01;S005-WAT-01,5925.0,6285.0,7441.174861971398,7441.174861971398,8875.499163088585,1434.3243011171876,17.0,0.039,1.7715176179627403,0.5571205955093149
T019,C,U07,C-B03,S008,S008-WAT-02;S008-FOD-01;S008-HYG-01,8300.0,8690.0,10367.712084592647,10367.712084592647,12663.965277430652,2296.2531928380054,28.0,0.09,5.401550250478788,0.32480621869015147
T020,C,U07,C-B02,S004,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,10641.0,11061.0,12810.061066593167,12810.061066593167,15137.9945870281,2327.9335204349327,42.0,0.117,5.518523767759751,0.31018452903003113
T021,C,U08,C-B03,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,12665.0,13145.0,14772.812018639006,14772.812018639006,17259.7598831937,2486.9478645546947,64.0,0.17200000000000001,6.105653653740411,0.23679329328244858
T022,C,U07,C-B04,S011,S011-FOD-01,12811.0,13141.0,13957.244235235494,13957.244235235494,15282.000960821639,1324.7567255861454,8.0,0.028,1.8144863713949984,0.7731892035756252
T023,C,U07,C-B04,S006,S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,15283.0,15703.0,16712.559525940367,16712.559525940367,18176.35076311833,1463.7912371779657,42.0,0.117,2.327844568041719,0.7090194289947851
T024,C,U08,C-B02,S013,S013-FOD-01,15466.0,15796.0,16945.630888203043,16945.630888203043,18619.248641917675,1673.6177537146314,8.0,0.028,3.1025886291001767,0.6121764213624779
T025,C,U07,C-B01,S005,S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,16713.0,17133.0,18458.195158195354,18458.195158195354,20317.197847879288,1859.002689683934,42.0,0.117,3.787086854217603,0.5266141432227996
T026,A,U04,A-B01,S012,S012-FOD-01,17209.0,17539.0,19258.082830175375,19258.082830175375,20575.699652040388,1317.6168218650132,8.0,0.028,2.8302120756865836,0.37106398318075917
T027,B,U05,B-B01,S009,S009-FOD-01,17282.0,17612.0,18720.442247394774,18720.442247394774,20142.169347092786,1421.727099698013,8.0,0.028,1.7424471531492611,0.5643882117126847
T028,C,U08,C-B02,S001,S001-WAT-07;S001-WAT-08;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-HYG-02,18620.0,19100.0,20114.170391878757,20114.170391878757,21598.86700068177,1484.696608803013,56.0,0.18,2.405033632503433,0.6993707959370709
T029,C,U07,C-B03,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,19154.0,19634.0,21590.111144337276,21590.111144337276,24088.960612377443,2498.849468040168,64.0,0.17200000000000001,6.149598035840621,0.23130024551992234
T030,C,U08,C-B04,S007,S007-WAT-02;S007-FOD-01;S007-HYG-01,20115.0,20505.0,21890.575447836247,21890.575447836247,23577.356671642206,1686.7812238059612,28.0,0.09,3.1511922109758563,0.606100973628018
T031,C,U07,C-B02,S001,S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-WAT-06;S001-FOD-01,21600.0,22080.0,23094.170391878757,23094.170391878757,24738.86042807861,1644.6900361998512,78.0,0.163,2.99577859519945,0.6255276756000687
