box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S012-WAT-01,Q024,S012,1,1304.47141509,3600,3600,12,2295.52858491,0
S013-FOD-01,Q027,S013,1,4327.89635745,,7200,10,,0
S013-MED-01,Q026,S013,1,1053.58892417,3600,3600,24,2546.41107583,0
S013-WAT-01,Q026,S013,2,1083.58892417,3600,3600,12,2516.41107583,0
S014-FOD-01,Q029,S014,1,4600.55946063,,7200,10,,0
S014-MED-01,Q028,S014,2,1272.75893389,3600,7200,22,2327.24106611,0
S014-WAT-01,Q028,S014,1,1242.75893389,3600,3600,12,2357.24106611,0
S015-FOD-01,Q031,S015,1,5614.88095664,,14400,6,,0
S015-MED-01,Q030,S015,1,2805.62658223,7200,7200,18,4394.37341777,0
S015-WAT-01,Q030,S015,2,2841.62658223,10800,10800,8,7958.37341777,0
