batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T012,A,U02,A-B02,S003,S003-MED-01;S003-WAT-01,2914.0,3274.0,5176.65402217778,5176.65402217778,6538.13203546618,1361.4780132884005,17.0,0.039,2.98203927676754,0.33732460516276896
T013,C,U08,C-B02,S006,S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,3633.0,4053.0,5062.559525940367,5062.559525940367,6526.350763118333,1463.7912371779657,42.0,0.117,2.327844568041719,0.7090194289947851
T014,B,U05,B-B01,S015,S015-MED-01;S015-WAT-01;S015-FOD-01,3846.0,4236.0,5674.288584020971,5674.288584020971,7340.865250912018,1666.5766668910474,25.0,0.067,2.3074846159024167,0.4231288460243958
T015,C,U07,C-B01,S007,S007-WAT-02;S007-FOD-01;S007-HYG-01,3952.0,4342.0,5727.575447836247,5727.575447836247,7414.356671642208,1686.7812238059612,28.0,0.09,3.1511922109758563,0.606100973628018
T016,C,U08,C-B04,S004,S004-MED-01;S004-WAT-01;S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,5737.0,6217.0,8038.061066593167,8038.061066593167,10537.82037084863,2499.759304255463,59.0,0.156,6.152957431097095,0.23088032111286316
T017,C,U07,C-B03,S005,S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,5829.0,6249.0,7574.195158195356,7574.195158195356,9433.19784787929,1859.002689683934,42.0,0.117,3.787086854217603,0.5266141432227996
T018,B,U06,B-B02,S008,S008-MED-01;S008-WAT-01;S008-FOD-01,5890.0,6280.0,7851.842307167517,7851.842307167517,9807.782005211535,1955.939698044018,25.0,0.067,2.9752454570246574,0.25618863574383566
T019,B,U05,B-B04,S008,S008-WAT-02;S008-HYG-01,5920.0,6280.0,7821.842307167517,7821.842307167517,9686.01181519397,1864.1695080264524,20.0,0.062,2.7634680954456594,0.30913297613858515
T020,B,U05,B-B01,S011>S005,S011-FOD-01;S005-MED-01;S005-WAT-01,7822.0,8212.0,9646.747652703843,9646.747652703843,11167.525823665364,1520.7781709615201,25.0,0.067,1.9710265483727385,0.5072433629068154
T021,C,U08,C-B01,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,8130.0,8610.0,10237.812018639006,10237.812018639006,12724.759883193701,2486.9478645546947,64.0,0.17200000000000001,6.105653653740411,0.23679329328244858
T022,B,U06,B-B03,S009,S009-MED-01;S009-WAT-01;S009-FOD-01,8289.0,8679.0,9847.442247394776,9847.442247394776,11422.477458724687,1575.0352113299105,25.0,0.067,2.0962351030690245,0.4759412242327439
T023,C,U07,C-B03,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,10385.0,10865.0,12821.111144337276,12821.111144337276,15319.960612377443,2498.849468040168,64.0,0.17200000000000001,6.149598035840621,0.23130024551992234
T024,B,U05,B-B02,S010>S014,S010-FOD-01;S014-FOD-01,10439.0,10799.0,12495.03536902986,12495.03536902986,14056.920828673854,1561.885459643995,16.0,0.056,2.0658895222553735,0.48352761943615663
