box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S002-FOD-02,T021,S002,5,9581.316009319504,,7200.0,10.0,,2381.316009319504
S002-HYG-01,T021,S002,6,9617.316009319504,,10800.0,8.0,,0.0
S009-MED-01,T022,S009,1,9319.811123697387,10800.0,10800.0,16.0,1480.1888763026127,0.0
S009-WAT-01,T022,S009,2,9349.811123697387,10800.0,10800.0,8.0,1450.1888763026127,0.0
S009-FOD-01,T022,S009,3,9379.811123697387,,14400.0,6.0,,0.0
S003-WAT-02,T023,S003,1,11850.515572168639,,7200.0,10.0,,4650.515572168639
S003-WAT-03,T023,S003,2,11886.515572168639,,7200.0,10.0,,4686.515572168639
S003-WAT-04,T023,S003,3,11922.515572168639,,7200.0,10.0,,4722.515572168639
S003-FOD-01,T023,S003,4,11958.515572168639,,10800.0,8.0,,1158.5155721686388
S003-FOD-02,T023,S003,5,11994.515572168639,,10800.0,8.0,,1194.5155721686388
S003-HYG-01,T023,S003,6,12030.515572168639,,14400.0,6.0,,0.0
S010-FOD-01,T024,S010,1,11434.225117889933,,7200.0,10.0,,4234.225117889933
S014-FOD-01,T024,S014,2,11867.715938387013,,7200.0,10.0,,4667.715938387013
