batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T013,A,U02,A-B06,S003,S003-MED-01;S003-WAT-01,2379.0,2739.0,4641.65402217778,4641.65402217778,6003.13203546618,1361.4780132884005,17.0,0.039,2.98203927676754,0.33732460516276896
T014,B,U05,B-B04,S007,S007-MED-01;S007-WAT-01,2463.0,2823.0,4039.284389486637,4039.284389486637,5399.272823181212,1359.9884336945745,17.0,0.039,1.599973308525941,0.6000066728685147
T015,C,U07,C-B02,S001,S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-WAT-06;S001-FOD-01,3672.0,4152.0,5166.170391878757,5166.170391878757,6810.8604280786085,1644.6900361998512,78.0,0.163,2.99577859519945,0.6255276756000687
T016,B,U06,B-B02,S015,S015-MED-01;S015-WAT-01,3980.0,4340.0,5748.288584020971,5748.288584020971,7312.307039112578,1564.0184550916072,17.0,0.039,2.07081181944217,0.4822970451394575
T017,C,U08,C-B01,S001,S001-WAT-07;S001-WAT-08;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-HYG-02,4019.0,4499.0,5513.170391878757,5513.170391878757,6997.86700068177,1484.696608803013,56.0,0.18,2.405033632503433,0.6993707959370709
T018,B,U05,B-B01,S015,S015-FOD-01,4040.0,4370.0,5748.288584020971,5748.288584020971,7245.858802720089,1497.5702186991184,8.0,0.028,1.9174697354595034,0.5206325661351241
T019,C,U07,C-B04,S004,S004-MED-01;S004-WAT-01,5832.0,6192.0,7869.061066593167,7869.061066593167,10060.2555691526,2191.194502559432,17.0,0.039,5.013641240219441,0.37329484497256993
T020,C,U08,C-B03,S008,S008-MED-01;S008-WAT-01,5840.0,6200.0,7841.712084592647,7841.712084592647,10088.204946344944,2246.492861752297,17.0,0.039,5.217819797239251,0.3477725253450936
T021,C,U08,C-B02,S004,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,7842.0,8262.0,10011.061066593167,10011.061066593167,12338.9945870281,2327.9335204349327,42.0,0.117,5.518523767759751,0.31018452903003113
T022,C,U07,C-B01,S011,S011-MED-01;S011-WAT-01,7870.0,8230.0,9082.244235235494,9082.244235235494,10417.524454827162,1335.2802195916674,17.0,0.039,1.8533423492615424,0.7683322063423073
T023,B,U05,B-B03,S005,S005-MED-01;S005-WAT-01,8467.0,8827.0,9983.174861971398,9983.174861971398,11417.499163088585,1434.3243011171876,17.0,0.039,1.7715176179627403,0.5571205955093149
T024,C,U07,C-B04,S008,S008-WAT-02;S008-FOD-01;S008-HYG-01,10062.0,10452.0,12129.712084592647,12129.712084592647,14425.965277430652,2296.2531928380054,28.0,0.09,5.401550250478788,0.32480621869015147
T025,C,U08,C-B03,S005,S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,10089.0,10509.0,11834.195158195356,11834.195158195356,13693.19784787929,1859.002689683934,42.0,0.117,3.787086854217603,0.5266141432227996
T026,C,U08,C-B01,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,12141.0,12621.0,14248.812018639006,14248.812018639006,16735.7598831937,2486.9478645546947,64.0,0.17200000000000001,6.105653653740411,0.23679329328244858
T027,C,U07,C-B02,S006,S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,12340.0,12760.0,13769.559525940367,13769.559525940367,15233.350763118333,1463.7912371779657,42.0,0.117,2.327844568041719,0.7090194289947851
T028,C,U07,C-B03,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,13770.0,14250.0,16206.111144337276,16206.111144337276,18704.960612377443,2498.849468040168,64.0,0.17200000000000001,6.149598035840621,0.23130024551992234
T029,C,U08,C-B04,S007,S007-WAT-02;S007-FOD-01;S007-HYG-01,14427.0,14817.0,16202.575447836247,16202.575447836247,17889.356671642206,1686.7812238059612,28.0,0.09,3.1511922109758563,0.606100973628018
T030,C,U08,C-B02,S013,S013-FOD-01,16203.0,16533.0,17682.630888203043,17682.630888203043,19356.248641917675,1673.6177537146314,8.0,0.028,3.1025886291001767,0.6121764213624779
T031,C,U07,C-B01,S011,S011-FOD-01,16736.0,17066.0,17882.244235235496,17882.244235235496,19207.000960821642,1324.7567255861454,8.0,0.028,1.8144863713949984,0.7731892035756252
