batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T016,B,U06,B-B02,S015,S015-FOD-01,4066.0,4396.0,5774.288584020971,5774.288584020971,7271.858802720089,1497.5702186991184,8.0,0.028,1.9174697354595034,0.5206325661351241
T017,C,U08,C-B03,S005,S005-MED-01;S005-WAT-01,5864.0,6224.0,7477.195158195356,7477.195158195356,9242.25487784601,1765.0597196506535,17.0,0.039,3.44022050332549,0.5699724370843138
T018,C,U07,C-B04,S004,S004-MED-01;S004-WAT-01,5876.0,6236.0,7913.061066593167,7913.061066593167,10104.2555691526,2191.194502559432,17.0,0.039,5.013641240219441,0.37329484497256993
T019,B,U05,B-B01,S008,S008-MED-01;S008-WAT-01,5939.0,6299.0,7840.842307167517,7840.842307167517,9663.519312659624,1822.677005492108,17.0,0.039,2.66771616652025,0.3330709583699375
T020,C,U08,C-B02,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,7946.0,8426.0,10382.111144337276,10382.111144337276,12880.960612377443,2498.849468040168,64.0,0.17200000000000001,6.149598035840621,0.23130024551992234
T021,C,U07,C-B01,S007,S007-WAT-02;S007-FOD-01;S007-HYG-01,8062.0,8452.0,9837.575447836247,9837.575447836247,11524.356671642208,1686.7812238059612,28.0,0.09,3.1511922109758563,0.606100973628018
T022,B,U06,B-B02,S009,S009-FOD-01,8473.0,8803.0,9911.442247394774,9911.442247394774,11333.169347092788,1421.727099698013,8.0,0.028,1.7424471531492611,0.5643882117126847
T023,C,U07,C-B03,S005,S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,9838.0,10258.0,11583.195158195356,11583.195158195356,13442.19784787929,1859.002689683934,42.0,0.117,3.787086854217603,0.5266141432227996
T024,C,U08,C-B04,S008,S008-WAT-02;S008-FOD-01;S008-HYG-01,10631.0,11021.0,12698.712084592647,12698.712084592647,14994.965277430652,2296.2531928380054,28.0,0.09,5.401550250478788,0.32480621869015147
T025,C,U07,C-B04,S004,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,14996.0,15416.0,17165.061066593167,17165.061066593167,19492.9945870281,2327.9335204349327,42.0,0.117,5.518523767759751,0.31018452903003113
T026,B,U06,B-B04,S012,S012-FOD-01,17391.0,17721.0,19193.734555969728,19193.734555969728,20852.527705237386,1658.7931492676566,8.0,0.028,2.2895226521561307,0.4276193369609673
T027,B,U05,B-B02,S013,S013-FOD-01,17437.0,17767.0,18827.470280292888,18827.470280292888,20150.909295323418,1323.4390150305308,8.0,0.028,1.515628496224302,0.6210928759439245
T028,B,U06,B-B03,S010,S010-FOD-01,19194.0,19524.0,20629.376902446533,20629.376902446533,21952.808902003977,1323.431999557446,8.0,0.028,1.515612306671029,0.6210969233322428
T029,C,U08,C-B02,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,19839.0,20319.0,21946.812018639008,21946.812018639008,24433.759883193703,2486.9478645546947,64.0,0.17200000000000001,6.105653653740411,0.23679329328244858
T030,A,U04,A-B06,S014,S014-FOD-01,20169.0,20499.0,22099.40453445217,22099.40453445217,23231.659145176483,1132.2546107243152,8.0,0.028,2.188573652507245,0.5136502994428345
T031,C,U07,C-B04,S001,S001-WAT-07;S001-WAT-08;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-HYG-02,21600.0,22080.0,23094.170391878757,23094.170391878757,24578.86700068177,1484.696608803013,56.0,0.18,2.405033632503433,0.6993707959370709
