box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S012-FOD-01,Q011,S012,3,3087.99121191,,7200,10,,0
S012-MED-01,Q011,S012,2,3057.99121191,3600,7200,22,542.008788093,0
S012-WAT-01,Q011,S012,1,3027.99121191,3600,3600,12,572.008788093,0
S013-FOD-01,Q009,S013,2,1375.59251702,,7200,10,,0
S013-MED-01,Q010,S013,1,1083.58892417,3600,3600,24,2516.41107583,0
S013-WAT-01,Q010,S013,2,1113.58892417,3600,3600,12,2486.41107583,0
S014-FOD-01,Q008,S014,3,2999.1266979,,7200,10,,0
S014-MED-01,Q008,S014,2,2969.1266979,3600,7200,22,630.873302102,0
S014-WAT-01,Q008,S014,1,2939.1266979,3600,3600,12,660.873302102,0
S015-FOD-01,Q016,S015,3,4957.0127819,,14400,6,,0
S015-MED-01,Q016,S015,1,4897.0127819,7200,7200,18,2302.9872181,0
S015-WAT-01,Q016,S015,2,4927.0127819,10800,10800,8,5872.9872181,0
