box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S003-WAT-01,F005,S003,2,5103.49798269,7200,7200,10,2096.50201731,0
S003-WAT-02,F005,S003,3,5139.49798269,,7200,10,,0
S003-WAT-03,F005,S003,4,5175.49798269,,7200,10,,0
S003-WAT-04,F005,S003,5,5211.49798269,,7200,10,,0
S004-FOD-01,F007,S004,5,6708.80589895,,10800,8,,0
S004-HYG-01,F007,S004,6,6744.80589895,,14400,6,,0
S004-MED-01,F007,S004,1,6564.80589895,7200,7200,20,635.194101048,0
S004-WAT-01,F007,S004,2,6600.80589895,7200,7200,10,599.194101048,0
S004-WAT-02,F007,S004,3,6636.80589895,,7200,10,,0
S004-WAT-03,F007,S004,4,6672.80589895,,7200,10,,0
S005-FOD-01,F008,S005,5,8799.59901135,,14400,6,,0
S005-HYG-01,F008,S005,6,8835.59901135,,18000,4,,0
S005-MED-01,F008,S005,1,8655.59901135,10800,10800,16,2144.40098865,0
S005-WAT-01,F008,S005,2,8691.59901135,10800,10800,8,2108.40098865,0
S005-WAT-02,F008,S005,3,8727.59901135,,10800,8,,0
S005-WAT-03,F008,S005,4,8763.59901135,,10800,8,,0
S006-FOD-01,F009,S006,5,2865.59515485,,7200,10,,0
S006-HYG-01,F009,S006,6,2901.59515485,,10800,8,,0
S006-MED-01,F009,S006,1,2721.59515485,3600,3600,24,878.404845151,0
S006-WAT-01,F009,S006,2,2757.59515485,3600,3600,12,842.404845151,0
S006-WAT-02,F009,S006,3,2793.59515485,,3600,12,,0
S006-WAT-03,F009,S006,4,2829.59515485,,3600,12,,0
S007-FOD-01,F010,S007,4,4565.47764174,,7200,10,,0
S007-HYG-01,F010,S007,5,4601.47764174,,10800,8,,0
S007-MED-01,F010,S007,1,4457.47764174,3600,3600,24,-857.477641737,857.477641737
S007-WAT-01,F010,S007,2,4493.47764174,3600,3600,12,-893.477641737,893.477641737
S007-WAT-02,F010,S007,3,4529.47764174,,3600,12,,929.477641737
S008-FOD-01,F011,S008,4,7598.06784706,,10800,8,,0
S008-HYG-01,F011,S008,5,7634.06784706,,14400,6,,0
S008-MED-01,F011,S008,1,7490.06784706,7200,7200,20,-290.067847063,290.067847063
S008-WAT-01,F011,S008,2,7526.06784706,7200,7200,10,-326.067847063,326.067847063
S008-WAT-02,F011,S008,3,7562.06784706,,7200,10,,362.067847063
S009-FOD-01,F012,S009,3,4883.29787429,,14400,6,,0
S009-MED-01,F012,S009,1,4823.29787429,10800,10800,16,5976.70212571,0
S009-WAT-01,F012,S009,2,4853.29787429,10800,10800,8,5946.70212571,0
S010-FOD-01,F013,S010,3,1085.22511789,,7200,10,,0
S010-MED-01,F013,S010,1,1025.22511789,3600,3600,24,2574.77488211,0
S010-WAT-01,F013,S010,2,1055.22511789,3600,3600,12,2544.77488211,0
S011-FOD-01,F014,S011,3,5800.53425848,,14400,6,,0
S011-MED-01,F014,S011,1,5740.53425848,10800,10800,16,5059.46574152,0
S011-WAT-01,F014,S011,2,5770.53425848,10800,10800,8,5029.46574152,0
S012-FOD-01,F015,S012,3,1271.29727798,,7200,10,,0
S012-MED-01,F015,S012,2,1241.29727798,3600,7200,22,2358.70272202,0
S012-WAT-01,F015,S012,1,1211.29727798,3600,3600,12,2388.70272202,0
S013-FOD-01,F016,S013,3,2618.14537593,,7200,10,,0
S013-MED-01,F016,S013,1,2558.14537593,3600,3600,24,1041.85462407,0
S013-WAT-01,F016,S013,2,2588.14537593,3600,3600,12,1011.85462407,0
S014-FOD-01,F017,S014,3,3165.16731995,,7200,10,,0
S014-MED-01,F017,S014,2,3135.16731995,3600,7200,22,464.832680054,0
S014-WAT-01,F017,S014,1,3105.16731995,3600,3600,12,494.832680054,0
S015-FOD-01,F018,S015,3,4283.43147475,,14400,6,,0
S015-MED-01,F018,S015,1,4223.43147475,7200,7200,18,2976.56852525,0
S015-WAT-01,F018,S015,2,4253.43147475,10800,10800,8,6546.56852525,0
