check_id,status,detail
S001-MED-02:delivery_replay,PASS,
S001-MED-02:hard_deadline,PASS,"delivered=1128.270s, deadline=3600.000s, slack=2471.730s"
S001-WAT-01:delivery_replay,PASS,
S001-WAT-01:hard_deadline,PASS,"delivered=1002.270s, deadline=3600.000s, slack=2597.730s"
S001-WAT-02:delivery_replay,PASS,
S001-WAT-03:delivery_replay,PASS,
S001-WAT-04:delivery_replay,PASS,
S001-WAT-05:delivery_replay,PASS,
S001-WAT-06:delivery_replay,PASS,
S001-WAT-07:delivery_replay,PASS,
S001-WAT-08:delivery_replay,PASS,
S002-FOD-01:delivery_replay,PASS,
S002-FOD-02:delivery_replay,PASS,
S002-HYG-01:delivery_replay,PASS,
S002-MED-01:delivery_replay,PASS,
S002-MED-01:hard_deadline,PASS,"delivered=2801.486s, deadline=3600.000s, slack=798.514s"
S002-WAT-01:delivery_replay,PASS,
S002-WAT-01:hard_deadline,PASS,"delivered=2837.486s, deadline=3600.000s, slack=762.514s"
S002-WAT-02:delivery_replay,PASS,
S002-WAT-03:delivery_replay,PASS,
S002-WAT-04:delivery_replay,PASS,
S003-FOD-01:delivery_replay,PASS,
S003-FOD-02:delivery_replay,PASS,
S003-HYG-01:delivery_replay,PASS,
S003-MED-01:delivery_replay,PASS,
S003-MED-01:hard_deadline,PASS,"delivered=5067.498s, deadline=7200.000s, slack=2132.502s"
S003-WAT-01:delivery_replay,PASS,
S003-WAT-01:hard_deadline,PASS,"delivered=5103.498s, deadline=7200.000s, slack=2096.502s"
S003-WAT-02:delivery_replay,PASS,
S003-WAT-03:delivery_replay,PASS,
S003-WAT-04:delivery_replay,PASS,
S004-FOD-01:delivery_replay,PASS,
S004-HYG-01:delivery_replay,PASS,
S004-MED-01:delivery_replay,PASS,
S004-MED-01:hard_deadline,PASS,"delivered=6564.806s, deadline=7200.000s, slack=635.194s"
S004-WAT-01:delivery_replay,PASS,
S004-WAT-01:hard_deadline,PASS,"delivered=6600.806s, deadline=7200.000s, slack=599.194s"
S004-WAT-02:delivery_replay,PASS,
S004-WAT-03:delivery_replay,PASS,
S005-FOD-01:delivery_replay,PASS,
S005-HYG-01:delivery_replay,PASS,
S005-MED-01:delivery_replay,PASS,
S005-MED-01:hard_deadline,PASS,"delivered=8655.599s, deadline=10800.000s, slack=2144.401s"
S005-WAT-01:delivery_replay,PASS,
S005-WAT-01:hard_deadline,PASS,"delivered=8691.599s, deadline=10800.000s, slack=2108.401s"
S005-WAT-02:delivery_replay,PASS,
S005-WAT-03:delivery_replay,PASS,
S006-FOD-01:delivery_replay,PASS,
S006-HYG-01:delivery_replay,PASS,
S006-MED-01:delivery_replay,PASS,
S006-MED-01:hard_deadline,PASS,"delivered=2721.595s, deadline=3600.000s, slack=878.405s"
S006-WAT-01:delivery_replay,PASS,
S006-WAT-01:hard_deadline,PASS,"delivered=2757.595s, deadline=3600.000s, slack=842.405s"
S006-WAT-02:delivery_replay,PASS,
S006-WAT-03:delivery_replay,PASS,
S007-FOD-01:delivery_replay,PASS,
S007-HYG-01:delivery_replay,PASS,
S007-MED-01:delivery_replay,PASS,
S007-MED-01:hard_deadline,FAIL,"delivered=4457.478s, deadline=3600.000s, slack=-857.478s"
S007-WAT-01:delivery_replay,PASS,
S007-WAT-01:hard_deadline,FAIL,"delivered=4493.478s, deadline=3600.000s, slack=-893.478s"
S007-WAT-02:delivery_replay,PASS,
S008-FOD-01:delivery_replay,PASS,
S008-HYG-01:delivery_replay,PASS,
S008-MED-01:delivery_replay,PASS,
S008-MED-01:hard_deadline,FAIL,"delivered=7490.068s, deadline=7200.000s, slack=-290.068s"
S008-WAT-01:delivery_replay,PASS,
S008-WAT-01:hard_deadline,FAIL,"delivered=7526.068s, deadline=7200.000s, slack=-326.068s"
S008-WAT-02:delivery_replay,PASS,
S009-FOD-01:delivery_replay,PASS,
S009-MED-01:delivery_replay,PASS,
S009-MED-01:hard_deadline,PASS,"delivered=4823.298s, deadline=10800.000s, slack=5976.702s"
S009-WAT-01:delivery_replay,PASS,
S009-WAT-01:hard_deadline,PASS,"delivered=4853.298s, deadline=10800.000s, slack=5946.702s"
S010-FOD-01:delivery_replay,PASS,
S010-MED-01:delivery_replay,PASS,
S010-MED-01:hard_deadline,PASS,"delivered=1025.225s, deadline=3600.000s, slack=2574.775s"
S010-WAT-01:delivery_replay,PASS,
S010-WAT-01:hard_deadline,PASS,"delivered=1055.225s, deadline=3600.000s, slack=2544.775s"
S011-FOD-01:delivery_replay,PASS,
S011-MED-01:delivery_replay,PASS,
S011-MED-01:hard_deadline,PASS,"delivered=5740.534s, deadline=10800.000s, slack=5059.466s"
S011-WAT-01:delivery_replay,PASS,
S011-WAT-01:hard_deadline,PASS,"delivered=5770.534s, deadline=10800.000s, slack=5029.466s"
S012-FOD-01:delivery_replay,PASS,
S012-MED-01:delivery_replay,PASS,
S012-MED-01:hard_deadline,PASS,"delivered=1241.297s, deadline=3600.000s, slack=2358.703s"
S012-WAT-01:delivery_replay,PASS,
S012-WAT-01:hard_deadline,PASS,"delivered=1211.297s, deadline=3600.000s, slack=2388.703s"
S013-FOD-01:delivery_replay,PASS,
S013-MED-01:delivery_replay,PASS,
S013-MED-01:hard_deadline,PASS,"delivered=2558.145s, deadline=3600.000s, slack=1041.855s"
S013-WAT-01:delivery_replay,PASS,
S013-WAT-01:hard_deadline,PASS,"delivered=2588.145s, deadline=3600.000s, slack=1011.855s"
S014-FOD-01:delivery_replay,PASS,
S014-MED-01:delivery_replay,PASS,
S014-MED-01:hard_deadline,PASS,"delivered=3135.167s, deadline=3600.000s, slack=464.833s"
S014-WAT-01:delivery_replay,PASS,
S014-WAT-01:hard_deadline,PASS,"delivered=3105.167s, deadline=3600.000s, slack=494.833s"
S015-FOD-01:delivery_replay,PASS,
S015-MED-01:delivery_replay,PASS,
S015-MED-01:hard_deadline,PASS,"delivered=4223.431s, deadline=7200.000s, slack=2976.569s"
S015-WAT-01:delivery_replay,PASS,
S015-WAT-01:hard_deadline,PASS,"delivered=4253.431s, deadline=10800.000s, slack=6546.569s"
U01:no_overlap,PASS,
U02:no_overlap,PASS,
U03:no_overlap,PASS,
U04:no_overlap,PASS,
U05:no_overlap,PASS,
U06:no_overlap,PASS,
U07:no_overlap,PASS,
U08:no_overlap,PASS,
A-B01:charged_before_reuse,PASS,
A-B02:charged_before_reuse,PASS,
A-B03:charged_before_reuse,PASS,
A-B04:charged_before_reuse,PASS,
A-B05:charged_before_reuse,PASS,
A-B06:charged_before_reuse,PASS,
B-B01:charged_before_reuse,PASS,
B-B02:charged_before_reuse,PASS,
B-B03:charged_before_reuse,PASS,
B-B04:charged_before_reuse,PASS,
C-B01:charged_before_reuse,PASS,
C-B02:charged_before_reuse,PASS,
C-B03:charged_before_reuse,PASS,
C-B04:charged_before_reuse,PASS,
