batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T011,C,U08,C-B03,S001,S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-WAT-06,1496.0,1916.0,2858.170391878757,2858.170391878757,4342.86700068177,1484.696608803013,56.0,0.108,2.405033632503433,0.6993707959370709
T012,B,U06,B-B03,S014,S014-WAT-01;S014-MED-01,2162.0,2522.0,3971.7521946190263,3971.7521946190263,5472.588468328213,1500.8362737091866,17.0,0.039,1.925006785482738,0.5187483036293155
T013,A,U04,A-B03,S010,S010-FOD-01,2172.0,2502.0,3766.859398321839,3766.859398321839,4806.483736963959,1039.6243386421197,8.0,0.028,1.867930402991953,0.5849043548906772
T014,C,U07,C-B04,S013,S013-MED-01;S013-WAT-01;S013-FOD-01,2178.0,2568.0,3789.6308882030426,3789.6308882030426,5502.938142678521,1713.3072544754784,25.0,0.067,3.249134478063305,0.5938581902420869
T015,B,U05,B-B04,S014,S014-FOD-01,2192.0,2522.0,3941.7521946190263,3941.7521946190263,5381.7220734166,1439.9698787975735,8.0,0.028,1.784545874148247,0.5538635314629383
T016,A,U01,A-B02,S010,S010-MED-01;S010-WAT-01,2207.0,2567.0,3861.859398321839,3861.859398321839,4926.594424392994,1064.7350260711557,17.0,0.039,1.9548520133232312,0.5655884414837264
T017,A,U03,A-B04,S007,S007-MED-01;S007-WAT-01,2458.0,2818.0,4185.435322673726,4185.435322673726,5235.87520282004,1050.4398801463137,17.0,0.039,1.9053688158910864,0.5765847075797585
T018,C,U08,C-B02,S007>S003,S007-HYG-01;S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,2981.0,3491.0,5674.612146725549,5674.612146725549,8239.202121345319,2564.58997461977,70.0,0.20700000000000002,6.39233221398069,0.20095847325241378
T019,A,U02,A-B05,S003,S003-MED-01;S003-WAT-01,3234.0,3594.0,5496.65402217778,5496.65402217778,6858.13203546618,1361.4780132884005,17.0,0.039,2.98203927676754,0.33732460516276896
T020,A,U04,A-B01,S011,S011-MED-01;S011-WAT-01,3767.0,4127.0,4989.026919003678,4989.026919003678,5821.834608045965,832.8076890422875,17.0,0.039,1.1520266159156107,0.7439940853520866
T021,A,U01,A-B06,S007,S007-WAT-02;S007-FOD-01,3930.0,4290.0,5657.435322673726,5657.435322673726,6726.820609379498,1069.3852867057717,22.0,0.055,1.970949069366133,0.5620113179186371
T022,B,U05,B-B02,S015,S015-MED-01;S015-WAT-01;S015-FOD-01,3950.0,4340.0,5778.288584020971,5778.288584020971,7444.865250912018,1666.5766668910474,25.0,0.067,2.3074846159024167,0.4231288460243958
T023,B,U06,B-B01,S006,S006-WAT-03;S006-HYG-01,3972.0,4332.0,5179.276912821877,5179.276912821877,6339.148353708234,1159.871440886357,20.0,0.062,1.1381648635839006,0.7154587841040249
T024,C,U07,C-B03,S008,S008-MED-01;S008-WAT-02;S008-FOD-01;S008-HYG-01,5810.0,6230.0,7943.712084592647,7943.712084592647,10256.734912034453,2313.0228274418064,31.0,0.10200000000000001,5.463468901323594,0.3170663873345507
T025,C,U08,C-B01,S004,S004-WAT-01;S004-WAT-03;S004-HYG-01,5832.0,6222.0,7935.061066593167,7935.061066593167,10207.902563493579,2272.8414969004116,34.0,0.089,5.315107065478443,0.3356116168151946
T026,A,U03,A-B03,S005,S005-MED-01;S005-WAT-01,5836.0,6196.0,7528.196251617894,7528.196251617894,8641.027606784584,1112.831355166691,17.0,0.039,2.121339306346238,0.5285912652563916
T027,B,U06,B-B04,S004,S004-MED-01;S004-WAT-02;S004-FOD-01,5850.0,6240.0,7831.648011173244,7831.648011173244,9742.54193152673,1910.8939203534858,25.0,0.067,2.871293662354198,0.28217658441145055
T028,A,U04,A-B02,S008,S008-WAT-01,5859.0,6189.0,7970.146128791754,7970.146128791754,9379.134233477746,1408.9881046859925,14.0,0.027,3.146497285451513,0.3007783810107748
T029,A,U02,A-B04,S005,S005-FOD-01,5866.0,6196.0,7498.196251617894,7498.196251617894,8584.701904163552,1086.5056525456587,8.0,0.028,2.0302118741965107,0.5488418057341087
T030,A,U01,A-B01,S005,S005-HYG-01,5866.0,6196.0,7498.196251617894,7498.196251617894,8580.565187364238,1082.3689357463445,6.0,0.035,2.0158924698911926,0.552023895579735
T031,B,U05,B-B03,S005,S005-WAT-02;S005-WAT-03,5907.0,6267.0,7423.174861971398,7423.174861971398,8993.839699401648,1570.6648374302497,28.0,0.054,2.0861496248390377,0.4784625937902406
