box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S012-FOD-01,Q008,S012,5,4075.0145616,,7200,10,,0
S012-MED-01,Q009,S012,2,2037.93745253,3600,7200,22,1562.06254747,0
S012-WAT-01,Q010,S012,2,1599.70701221,3600,3600,12,2000.29298779,0
S013-FOD-01,Q012,S013,3,3495.16175069,,7200,10,,0
S013-MED-01,Q012,S013,1,3435.16175069,3600,3600,24,164.838249313,0
S013-WAT-01,Q012,S013,2,3465.16175069,3600,3600,12,134.838249313,0
S014-FOD-01,Q024,S014,1,6568.66644748,,7200,10,,0
S014-MED-01,Q009,S014,1,1242.75893389,3600,7200,22,2357.24106611,0
S014-WAT-01,Q003,S014,2,1805.07384656,3600,3600,12,1794.92615344,0
S015-FOD-01,Q020,S015,1,4040.29103581,,14400,6,,0
S015-MED-01,Q021,S015,2,5590.08924668,7200,7200,18,1609.91075332,0
S015-WAT-01,Q022,S015,1,5562.39951375,10800,10800,8,5237.60048625,0
