check_id,status,detail
single_box:S026:mass_volume_energy,PASS,
single_box:S026:replay,PASS,
single_box:S027:one_zone,PASS,
single_box:S027:mass_volume_energy,PASS,
single_box:S027:replay,PASS,
single_box:S028:one_zone,PASS,
single_box:S028:mass_volume_energy,PASS,
single_box:S028:replay,PASS,
single_box:S029:one_zone,PASS,
single_box:S029:mass_volume_energy,PASS,
single_box:S029:replay,PASS,
single_box:S030:one_zone,PASS,
single_box:S030:mass_volume_energy,PASS,
single_box:S030:replay,PASS,
single_box:S031:one_zone,PASS,
single_box:S031:mass_volume_energy,PASS,
single_box:S031:replay,PASS,
single_box:S032:one_zone,PASS,
single_box:S032:mass_volume_energy,PASS,
single_box:S032:replay,PASS,
single_box:S033:one_zone,PASS,
single_box:S033:mass_volume_energy,PASS,
single_box:S033:replay,PASS,
single_box:S034:one_zone,PASS,
single_box:S034:mass_volume_energy,PASS,
single_box:S034:replay,PASS,
single_box:S035:one_zone,PASS,
single_box:S035:mass_volume_energy,PASS,
single_box:S035:replay,PASS,
single_box:S036:one_zone,PASS,
single_box:S036:mass_volume_energy,PASS,
single_box:S036:replay,PASS,
single_box:S037:one_zone,PASS,
single_box:S037:mass_volume_energy,PASS,
single_box:S037:replay,PASS,
single_box:S038:one_zone,PASS,
single_box:S038:mass_volume_energy,PASS,
single_box:S038:replay,PASS,
single_box:S039:one_zone,PASS,
single_box:S039:mass_volume_energy,PASS,
single_box:S039:replay,PASS,
single_box:S040:one_zone,PASS,
single_box:S040:mass_volume_energy,PASS,
single_box:S040:replay,PASS,
single_box:S041:one_zone,PASS,
single_box:S041:mass_volume_energy,PASS,
single_box:S041:replay,PASS,
single_box:S042:one_zone,PASS,
single_box:S042:mass_volume_energy,PASS,
single_box:S042:replay,PASS,
single_box:S043:one_zone,PASS,
single_box:S043:mass_volume_energy,PASS,
single_box:S043:replay,PASS,
single_box:S044:one_zone,PASS,
single_box:S044:mass_volume_energy,PASS,
single_box:S044:replay,PASS,
single_box:S045:one_zone,PASS,
single_box:S045:mass_volume_energy,PASS,
single_box:S045:replay,PASS,
single_box:S046:one_zone,PASS,
single_box:S046:mass_volume_energy,PASS,
single_box:S046:replay,PASS,
single_box:S047:one_zone,PASS,
single_box:S047:mass_volume_energy,PASS,
single_box:S047:replay,PASS,
single_box:S048:one_zone,PASS,
single_box:S048:mass_volume_energy,PASS,
single_box:S048:replay,PASS,
single_box:S049:one_zone,PASS,
single_box:S049:mass_volume_energy,PASS,
single_box:S049:replay,PASS,
single_box:S050:one_zone,PASS,
single_box:S050:mass_volume_energy,PASS,
single_box:S050:replay,PASS,
single_box:S051:one_zone,PASS,
single_box:S051:mass_volume_energy,PASS,
single_box:S051:replay,PASS,
single_box:S052:one_zone,PASS,
single_box:S052:mass_volume_energy,PASS,
single_box:S052:replay,PASS,
single_box:S053:one_zone,PASS,
single_box:S053:mass_volume_energy,PASS,
single_box:S053:replay,PASS,
single_box:S054:one_zone,PASS,
single_box:S054:mass_volume_energy,PASS,
single_box:S054:replay,PASS,
single_box:S055:one_zone,PASS,
single_box:S055:mass_volume_energy,PASS,
single_box:S055:replay,PASS,
single_box:S056:one_zone,PASS,
single_box:S056:mass_volume_energy,PASS,
single_box:S056:replay,PASS,
single_box:S057:one_zone,PASS,
single_box:S057:mass_volume_energy,PASS,
single_box:S057:replay,PASS,
single_box:S058:one_zone,PASS,
single_box:S058:mass_volume_energy,PASS,
single_box:S058:replay,PASS,
single_box:S059:one_zone,PASS,
single_box:S059:mass_volume_energy,PASS,
single_box:S059:replay,PASS,
single_box:S060:one_zone,PASS,
single_box:S060:mass_volume_energy,PASS,
single_box:S060:replay,PASS,
single_box:S061:one_zone,PASS,
single_box:S061:mass_volume_energy,PASS,
single_box:S061:replay,PASS,
single_box:S062:one_zone,PASS,
single_box:S062:mass_volume_energy,PASS,
single_box:S062:replay,PASS,
single_box:S063:one_zone,PASS,
single_box:S063:mass_volume_energy,PASS,
single_box:S063:replay,PASS,
single_box:S064:one_zone,PASS,
single_box:S064:mass_volume_energy,PASS,
single_box:S064:replay,PASS,
single_box:S065:one_zone,PASS,
single_box:S065:mass_volume_energy,PASS,
single_box:S065:replay,PASS,
single_box:S066:one_zone,PASS,
single_box:S066:mass_volume_energy,PASS,
single_box:S066:replay,PASS,
single_box:S067:one_zone,PASS,
single_box:S067:mass_volume_energy,PASS,
single_box:S067:replay,PASS,
single_box:S068:one_zone,PASS,
single_box:S068:mass_volume_energy,PASS,
single_box:S068:replay,PASS,
single_box:S069:one_zone,PASS,
single_box:S069:mass_volume_energy,PASS,
single_box:S069:replay,PASS,
single_box:S070:one_zone,PASS,
single_box:S070:mass_volume_energy,PASS,
single_box:S070:replay,PASS,
single_box:S071:one_zone,PASS,
single_box:S071:mass_volume_energy,PASS,
single_box:S071:replay,PASS,
single_box:S072:one_zone,PASS,
single_box:S072:mass_volume_energy,PASS,
single_box:S072:replay,PASS,
single_box:S073:one_zone,PASS,
single_box:S073:mass_volume_energy,PASS,
single_box:S073:replay,PASS,
single_box:S074:one_zone,PASS,
single_box:S074:mass_volume_energy,PASS,
single_box:S074:replay,PASS,
single_box:S075:one_zone,PASS,
single_box:S075:mass_volume_energy,PASS,
single_box:S075:replay,PASS,
single_box:S076:one_zone,PASS,
single_box:S076:mass_volume_energy,PASS,
single_box:S076:replay,PASS,
single_box:S077:one_zone,PASS,
single_box:S077:mass_volume_energy,PASS,
single_box:S077:replay,PASS,
single_box:S078:one_zone,PASS,
single_box:S078:mass_volume_energy,PASS,
single_box:S078:replay,PASS,
single_box:S079:one_zone,PASS,
single_box:S079:mass_volume_energy,PASS,
single_box:S079:replay,PASS,
single_box:S080:one_zone,PASS,
single_box:S080:mass_volume_energy,PASS,
single_box:S080:replay,PASS,
ffd:all_boxes_exactly_once,PASS,"assigned=80, unique=80, expected=80"
ffd:F001:one_zone,PASS,
ffd:F001:mass_volume_energy,PASS,
ffd:F001:replay,PASS,
ffd:F002:one_zone,PASS,
ffd:F002:mass_volume_energy,PASS,
ffd:F002:replay,PASS,
ffd:F003:one_zone,PASS,
ffd:F003:mass_volume_energy,PASS,
ffd:F003:replay,PASS,
ffd:F004:one_zone,PASS,
ffd:F004:mass_volume_energy,PASS,
ffd:F004:replay,PASS,
ffd:F005:one_zone,PASS,
ffd:F005:mass_volume_energy,PASS,
ffd:F005:replay,PASS,
ffd:F006:one_zone,PASS,
ffd:F006:mass_volume_energy,PASS,
ffd:F006:replay,PASS,
ffd:F007:one_zone,PASS,
ffd:F007:mass_volume_energy,PASS,
ffd:F007:replay,PASS,
ffd:F008:one_zone,PASS,
ffd:F008:mass_volume_energy,PASS,
ffd:F008:replay,PASS,
ffd:F009:one_zone,PASS,
ffd:F009:mass_volume_energy,PASS,
ffd:F009:replay,PASS,
ffd:F010:one_zone,PASS,
ffd:F010:mass_volume_energy,PASS,
ffd:F010:replay,PASS,
ffd:F011:one_zone,PASS,
ffd:F011:mass_volume_energy,PASS,
ffd:F011:replay,PASS,
ffd:F012:one_zone,PASS,
ffd:F012:mass_volume_energy,PASS,
ffd:F012:replay,PASS,
ffd:F013:one_zone,PASS,
ffd:F013:mass_volume_energy,PASS,
ffd:F013:replay,PASS,
ffd:F014:one_zone,PASS,
ffd:F014:mass_volume_energy,PASS,
ffd:F014:replay,PASS,
ffd:F015:one_zone,PASS,
ffd:F015:mass_volume_energy,PASS,
ffd:F015:replay,PASS,
ffd:F016:one_zone,PASS,
ffd:F016:mass_volume_energy,PASS,
ffd:F016:replay,PASS,
ffd:F017:one_zone,PASS,
ffd:F017:mass_volume_energy,PASS,
ffd:F017:replay,PASS,
ffd:F018:one_zone,PASS,
ffd:F018:mass_volume_energy,PASS,
ffd:F018:replay,PASS,
ffd:sorties_not_above_single_box,PASS,"ffd=18, single=80"
single_box:reconcile_totals,PASS,80
ffd:reconcile_totals,PASS,80
