box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S012-MED-01,Q006,S012,2,2647.95668168,3600,7200,22,952.043318315,0
S012-WAT-01,Q006,S012,1,2617.95668168,3600,3600,12,982.043318315,0
S013-FOD-01,Q025,S013,1,3049.28247883,,7200,10,,0
S013-MED-01,Q007,S013,1,3229.74659803,3600,3600,24,370.253401967,0
S013-WAT-01,Q007,S013,2,3259.74659803,3600,3600,12,340.253401967,0
S014-FOD-01,Q023,S014,2,3350.36394956,,7200,10,,0
S014-MED-01,Q008,S014,2,3465.14582523,3600,7200,22,134.854174768,0
S014-WAT-01,Q008,S014,1,3435.14582523,3600,3600,12,164.854174768,0
S015-FOD-01,Q019,S015,8,3817.85402182,,14400,6,,0
S015-MED-01,Q012,S015,1,6004.84463768,7200,7200,18,1195.15536232,0
S015-WAT-01,Q012,S015,2,6034.84463768,10800,10800,8,4765.15536232,0
