check_id,status,detail
Q025:physical_replay,PASS,
Q025:return_soc,PASS,
Q025:leg_load_energy,PASS,
Q025:charging_replay,PASS,
Q025:time_order,PASS,
Q007:resource_type,PASS,
Q007:known_route,PASS,
Q007:capacity,PASS,
Q007:physical_replay,PASS,
Q007:return_soc,PASS,
Q007:leg_load_energy,PASS,
Q007:charging_replay,PASS,
Q007:time_order,PASS,
Q008:resource_type,PASS,
Q008:known_route,PASS,
Q008:capacity,PASS,
Q008:physical_replay,PASS,
Q008:return_soc,PASS,
Q008:leg_load_energy,PASS,
Q008:charging_replay,PASS,
Q008:time_order,PASS,
Q009:resource_type,PASS,
Q009:known_route,PASS,
Q009:capacity,PASS,
Q009:physical_replay,PASS,
Q009:return_soc,PASS,
Q009:leg_load_energy,PASS,
Q009:charging_replay,PASS,
Q009:time_order,PASS,
Q010:resource_type,PASS,
Q010:known_route,PASS,
Q010:capacity,PASS,
Q010:physical_replay,PASS,
Q010:return_soc,PASS,
Q010:leg_load_energy,PASS,
Q010:charging_replay,PASS,
Q010:time_order,PASS,
Q020:resource_type,PASS,
Q020:known_route,PASS,
Q020:capacity,PASS,
Q020:physical_replay,PASS,
Q020:return_soc,PASS,
Q020:leg_load_energy,PASS,
Q020:charging_replay,PASS,
Q020:time_order,PASS,
Q011:resource_type,PASS,
Q011:known_route,PASS,
Q011:capacity,PASS,
Q011:physical_replay,PASS,
Q011:return_soc,PASS,
Q011:leg_load_energy,PASS,
Q011:charging_replay,PASS,
Q011:time_order,PASS,
Q024:resource_type,PASS,
Q024:known_route,PASS,
Q024:capacity,PASS,
Q024:physical_replay,PASS,
Q024:return_soc,PASS,
Q024:leg_load_energy,PASS,
Q024:charging_replay,PASS,
Q024:time_order,PASS,
Q012:resource_type,PASS,
Q012:known_route,PASS,
Q012:capacity,PASS,
Q012:physical_replay,PASS,
Q012:return_soc,PASS,
Q012:leg_load_energy,PASS,
Q012:charging_replay,PASS,
Q012:time_order,PASS,
Q013:resource_type,PASS,
Q013:known_route,PASS,
Q013:capacity,PASS,
Q013:physical_replay,PASS,
Q013:return_soc,PASS,
Q013:leg_load_energy,PASS,
Q013:charging_replay,PASS,
Q013:time_order,PASS,
Q014:resource_type,PASS,
Q014:known_route,PASS,
Q014:capacity,PASS,
Q014:physical_replay,PASS,
Q014:return_soc,PASS,
Q014:leg_load_energy,PASS,
Q014:charging_replay,PASS,
Q014:time_order,PASS,
Q026:resource_type,PASS,
Q026:known_route,PASS,
Q026:capacity,PASS,
Q026:physical_replay,PASS,
Q026:return_soc,PASS,
Q026:leg_load_energy,PASS,
Q026:charging_replay,PASS,
Q026:time_order,PASS,
Q015:resource_type,PASS,
Q015:known_route,PASS,
Q015:capacity,PASS,
Q015:physical_replay,PASS,
Q015:return_soc,PASS,
Q015:leg_load_energy,PASS,
Q015:charging_replay,PASS,
Q015:time_order,PASS,
S001-MED-01:hard_deadline,PASS,"delivered=908.574s, deadline=3600.000s"
S001-MED-02:hard_deadline,PASS,"delivered=938.574s, deadline=3600.000s"
S001-WAT-01:hard_deadline,PASS,"delivered=968.574s, deadline=3600.000s"
S002-MED-01:hard_deadline,PASS,"delivered=1253.809s, deadline=3600.000s"
S002-WAT-01:hard_deadline,PASS,"delivered=1283.809s, deadline=3600.000s"
S003-MED-01:hard_deadline,PASS,"delivered=4345.061s, deadline=7200.000s"
S003-WAT-01:hard_deadline,PASS,"delivered=4375.061s, deadline=7200.000s"
S004-MED-01:hard_deadline,PASS,"delivered=4763.618s, deadline=7200.000s"
S004-WAT-01:hard_deadline,PASS,"delivered=4793.618s, deadline=7200.000s"
S005-MED-01:hard_deadline,PASS,"delivered=6327.269s, deadline=10800.000s"
S005-WAT-01:hard_deadline,PASS,"delivered=6357.269s, deadline=10800.000s"
S006-MED-01:hard_deadline,PASS,"delivered=905.506s, deadline=3600.000s"
S006-WAT-01:hard_deadline,PASS,"delivered=935.506s, deadline=3600.000s"
S007-MED-01:hard_deadline,PASS,"delivered=1111.358s, deadline=3600.000s"
S007-WAT-01:hard_deadline,PASS,"delivered=1141.358s, deadline=3600.000s"
S008-MED-01:hard_deadline,PASS,"delivered=5366.295s, deadline=7200.000s"
S008-WAT-01:hard_deadline,PASS,"delivered=5396.295s, deadline=7200.000s"
S009-MED-01:hard_deadline,PASS,"delivered=6697.271s, deadline=10800.000s"
S009-WAT-01:hard_deadline,PASS,"delivered=6727.271s, deadline=10800.000s"
S010-MED-01:hard_deadline,PASS,"delivered=2385.868s, deadline=3600.000s"
S010-WAT-01:hard_deadline,PASS,"delivered=2415.868s, deadline=3600.000s"
S011-MED-01:hard_deadline,PASS,"delivered=7453.093s, deadline=10800.000s"
S011-WAT-01:hard_deadline,PASS,"delivered=7483.093s, deadline=10800.000s"
S012-MED-01:hard_deadline,PASS,"delivered=2647.957s, deadline=3600.000s"
S012-WAT-01:hard_deadline,PASS,"delivered=2617.957s, deadline=3600.000s"
S013-MED-01:hard_deadline,PASS,"delivered=3229.747s, deadline=3600.000s"
S013-WAT-01:hard_deadline,PASS,"delivered=3259.747s, deadline=3600.000s"
S014-MED-01:hard_deadline,PASS,"delivered=3465.146s, deadline=3600.000s"
S014-WAT-01:hard_deadline,PASS,"delivered=3435.146s, deadline=3600.000s"
S015-MED-01:hard_deadline,PASS,"delivered=6004.845s, deadline=7200.000s"
S015-WAT-01:hard_deadline,PASS,"delivered=6034.845s, deadline=10800.000s"
U01:no_overlap,PASS,
U02:no_overlap,PASS,
U03:no_overlap,PASS,
U04:no_overlap,PASS,
U05:no_overlap,PASS,
U06:no_overlap,PASS,
U07:no_overlap,PASS,
U08:no_overlap,PASS,
A-B01:charged_before_reuse,PASS,
A-B02:charged_before_reuse,PASS,
A-B03:charged_before_reuse,PASS,
A-B04:charged_before_reuse,PASS,
A-B05:charged_before_reuse,PASS,
A-B06:charged_before_reuse,PASS,
B-B01:charged_before_reuse,PASS,
B-B02:charged_before_reuse,PASS,
B-B03:charged_before_reuse,PASS,
B-B04:charged_before_reuse,PASS,
C-B01:charged_before_reuse,PASS,
C-B02:charged_before_reuse,PASS,
C-B03:charged_before_reuse,PASS,
C-B04:charged_before_reuse,PASS,
urgent_direct_by_A,PASS,每个硬时限架次必须由 A 型机同区直送
routine_by_B_or_C,PASS,普通箱由 B/C 型机执行
