check_id,status,detail
Q014:physical_replay,PASS,
Q014:return_soc,PASS,
Q014:leg_load_energy,PASS,
Q014:charging_replay,PASS,
Q014:time_order,PASS,
Q016:resource_type,PASS,
Q016:known_route,PASS,
Q016:capacity,PASS,
Q016:physical_replay,PASS,
Q016:return_soc,PASS,
Q016:leg_load_energy,PASS,
Q016:charging_replay,PASS,
Q016:time_order,PASS,
Q017:resource_type,PASS,
Q017:known_route,PASS,
Q017:capacity,PASS,
Q017:physical_replay,PASS,
Q017:return_soc,PASS,
Q017:leg_load_energy,PASS,
Q017:charging_replay,PASS,
Q017:time_order,PASS,
Q019:resource_type,PASS,
Q019:known_route,PASS,
Q019:capacity,PASS,
Q019:physical_replay,PASS,
Q019:return_soc,PASS,
Q019:leg_load_energy,PASS,
Q019:charging_replay,PASS,
Q019:time_order,PASS,
Q015:resource_type,PASS,
Q015:known_route,PASS,
Q015:capacity,PASS,
Q015:physical_replay,PASS,
Q015:return_soc,PASS,
Q015:leg_load_energy,PASS,
Q015:charging_replay,PASS,
Q015:time_order,PASS,
Q018:resource_type,PASS,
Q018:known_route,PASS,
Q018:capacity,PASS,
Q018:physical_replay,PASS,
Q018:return_soc,PASS,
Q018:leg_load_energy,PASS,
Q018:charging_replay,PASS,
Q018:time_order,PASS,
Q020:resource_type,PASS,
Q020:known_route,PASS,
Q020:capacity,PASS,
Q020:physical_replay,PASS,
Q020:return_soc,PASS,
Q020:leg_load_energy,PASS,
Q020:charging_replay,PASS,
Q020:time_order,PASS,
Q021:resource_type,PASS,
Q021:known_route,PASS,
Q021:capacity,PASS,
Q021:physical_replay,PASS,
Q021:return_soc,PASS,
Q021:leg_load_energy,PASS,
Q021:charging_replay,PASS,
Q021:time_order,PASS,
S001-MED-01:hard_deadline,PASS,"delivered=2533.433s, deadline=3600.000s"
S001-MED-02:hard_deadline,PASS,"delivered=3385.299s, deadline=3600.000s"
S001-WAT-01:hard_deadline,PASS,"delivered=3421.299s, deadline=3600.000s"
S002-MED-01:hard_deadline,PASS,"delivered=3158.751s, deadline=3600.000s"
S002-WAT-01:hard_deadline,PASS,"delivered=1130.287s, deadline=3600.000s"
S003-MED-01:hard_deadline,PASS,"delivered=6828.996s, deadline=7200.000s"
S003-WAT-01:hard_deadline,PASS,"delivered=6864.996s, deadline=7200.000s"
S004-MED-01:hard_deadline,PASS,"delivered=6830.610s, deadline=7200.000s"
S004-WAT-01:hard_deadline,PASS,"delivered=6866.610s, deadline=7200.000s"
S005-MED-01:hard_deadline,PASS,"delivered=7540.893s, deadline=10800.000s"
S005-WAT-01:hard_deadline,PASS,"delivered=7819.223s, deadline=10800.000s"
S006-MED-01:hard_deadline,PASS,"delivered=1898.894s, deadline=3600.000s"
S006-WAT-01:hard_deadline,PASS,"delivered=1934.894s, deadline=3600.000s"
S007-MED-01:hard_deadline,PASS,"delivered=1745.746s, deadline=3600.000s"
S007-WAT-01:hard_deadline,PASS,"delivered=1781.746s, deadline=3600.000s"
S008-MED-01:hard_deadline,PASS,"delivered=4259.963s, deadline=7200.000s"
S008-WAT-01:hard_deadline,PASS,"delivered=4295.963s, deadline=7200.000s"
S009-MED-01:hard_deadline,PASS,"delivered=6643.278s, deadline=10800.000s"
S009-WAT-01:hard_deadline,PASS,"delivered=6673.278s, deadline=10800.000s"
S010-MED-01:hard_deadline,PASS,"delivered=1074.966s, deadline=3600.000s"
S010-WAT-01:hard_deadline,PASS,"delivered=1104.966s, deadline=3600.000s"
S011-MED-01:hard_deadline,PASS,"delivered=3465.476s, deadline=10800.000s"
S011-WAT-01:hard_deadline,PASS,"delivered=3501.476s, deadline=10800.000s"
S012-MED-01:hard_deadline,PASS,"delivered=2585.373s, deadline=3600.000s"
S012-WAT-01:hard_deadline,PASS,"delivered=2555.373s, deadline=3600.000s"
S013-MED-01:hard_deadline,PASS,"delivered=2872.521s, deadline=3600.000s"
S013-WAT-01:hard_deadline,PASS,"delivered=2902.521s, deadline=3600.000s"
S014-MED-01:hard_deadline,PASS,"delivered=1212.433s, deadline=3600.000s"
S014-WAT-01:hard_deadline,PASS,"delivered=1182.433s, deadline=3600.000s"
S015-MED-01:hard_deadline,PASS,"delivered=6137.675s, deadline=7200.000s"
S015-WAT-01:hard_deadline,PASS,"delivered=6167.675s, deadline=10800.000s"
U01:no_overlap,PASS,
U02:no_overlap,PASS,
U03:no_overlap,PASS,
U04:no_overlap,PASS,
U05:no_overlap,PASS,
U06:no_overlap,PASS,
U07:no_overlap,PASS,
U08:no_overlap,PASS,
A-B01:charged_before_reuse,PASS,
A-B02:charged_before_reuse,PASS,
A-B03:charged_before_reuse,PASS,
A-B04:charged_before_reuse,PASS,
A-B05:charged_before_reuse,PASS,
A-B06:charged_before_reuse,PASS,
B-B01:charged_before_reuse,PASS,
B-B02:charged_before_reuse,PASS,
B-B03:charged_before_reuse,PASS,
B-B04:charged_before_reuse,PASS,
C-B01:charged_before_reuse,PASS,
C-B02:charged_before_reuse,PASS,
C-B03:charged_before_reuse,PASS,
C-B04:charged_before_reuse,PASS,
