box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S009-FOD-01,T026,S009,1,9130.811123697387,,14400.0,6.0,,0.0
S010-FOD-01,T027,S010,1,10704.225117889933,,7200.0,10.0,,3504.2251178899332
S013-FOD-01,T028,S013,1,10705.768473479777,,7200.0,10.0,,3505.7684734797767
S003-WAT-02,T029,S003,1,11699.515572168639,,7200.0,10.0,,4499.515572168639
S003-WAT-03,T029,S003,2,11735.515572168639,,7200.0,10.0,,4535.515572168639
S003-WAT-04,T029,S003,3,11771.515572168639,,7200.0,10.0,,4571.515572168639
S003-FOD-01,T029,S003,4,11807.515572168639,,10800.0,8.0,,1007.5155721686388
S003-FOD-02,T029,S003,5,11843.515572168639,,10800.0,8.0,,1043.5155721686388
S003-HYG-01,T029,S003,6,11879.515572168639,,14400.0,6.0,,0.0
S012-FOD-01,T030,S012,1,12657.297277984864,,7200.0,10.0,,5457.297277984864
S005-WAT-02,T031,S005,1,14547.232579097677,,10800.0,8.0,,3747.2325790976774
S005-WAT-03,T031,S005,2,14583.232579097677,,10800.0,8.0,,3783.2325790976774
S005-FOD-01,T031,S005,3,14619.232579097677,,14400.0,6.0,,219.23257909767744
S005-HYG-01,T031,S005,4,14655.232579097677,,18000.0,4.0,,0.0
